Date,Department,Age,Employees
200912,Department of Justice Canada,70 +,1
200912,Office of the Commissioner of Lobbying of Canada,20-24,1
200912,Hazardous Materials Information Review Commission Canada,65-69,1
200912,Transport Canada,70 +,1
200912,Canada Revenue Agency,70 +,1
200912,National Round Table on the Environment and the Economy,60-64,1
200912,National Film Board,70 +,1
200912,Science and Engineering Research Canada,< 20,1
200912,The Correctional Investigator Canada,< 20,1
200912,The Correctional Investigator Canada,20-24,1
200912,The Correctional Investigator Canada,35-39,1
200912,The Correctional Investigator Canada,55-59,1
200912,Canadian Heritage,70 +,1
200912,Public Prosecution Service of Canada,< 20,1
200912,Public Prosecution Service of Canada,70 +,1
200912,Public Servants Disclosure Protection Tribunal Canada,20-24,1
200912,Public Servants Disclosure Protection Tribunal Canada,50-54,1
200912,Public Service Commission of Canada,70 +,1
200912,Public Safety Canada,< 20,1
200912,Public Safety Canada,70 +,1
200912,Human Rights Tribunal of Canada,25-29,1
200912,Patented Medicine Prices Review Board Canada,70 +,1
200912,Assisted Human Reproduction Canada,40-44,1
200912,Royal Canadian Mounted Police (Civilian Staff),70 +,1
200912,Royal Canadian Mounted Police (Civilian Staff),70 +,1
200912,RCMP External Review Committee,20-24,1
200912,RCMP External Review Committee,25-29,1
200912,RCMP External Review Committee,45-49,1
200912,RCMP External Review Committee,50-54,1
200912,RCMP External Review Committee,55-59,1
200912,Public Service Labour Relations Board,65-69,1
200912,Office of the Superintendent of Financial Institutions Canada,< 20,1
200912,Office of the Superintendent of Financial Institutions Canada,70 +,1
200912,Transportation Appeal Tribunal of Canada,40-44,1
200912,Public Service Staffing Tribunal,20-24,1
200912,Western Economic Diversification Canada,70 +,1
201003,Canadian Artists and Producers Professional Relations Tribunal,25-29,1
201003,Canadian Artists and Producers Professional Relations Tribunal,30-34,1
201003,Canadian Artists and Producers Professional Relations Tribunal,35-39,1
201003,Canadian Artists and Producers Professional Relations Tribunal,40-44,1
201003,Canadian Artists and Producers Professional Relations Tribunal,45-49,1
201003,Canadian Artists and Producers Professional Relations Tribunal,55-59,1
201003,Canadian Artists and Producers Professional Relations Tribunal,60-64,1
201003,Canadian Transportation Agency,< 20,1
201003,Library and Archives Canada,70 +,1
201003,Courts Administration Service,70 +,1
201003,Canadian Dairy Commission,65-69,1
201003,Canadian Dairy Commission,70 +,1
201003,Elections Canada,70 +,1
201003,Canada School of Public Service,70 +,1
201003,Financial Transactions and Reports Analysis Centre of Canada,< 20,1
201003,Canadian Grain Commission,< 20,1
201003,Canadian Grain Commission,70 +,1
201003,Canadian Intergovernmental Conference Secretariat,20-24,1
201003,Canadian Intergovernmental Conference Secretariat,35-39,1
201003,Canadian Intergovernmental Conference Secretariat,65-69,1
201003,Canada Industrial Relations Board,65-69,1
201003,Office of the Commissioner of Official Languages,70 +,1
201003,Copyright Board Canada,40-44,1
201003,Copyright Board Canada,45-49,1
201003,Copyright Board Canada,50-54,1
201003,Copyright Board Canada,60-64,1
201003,Military Police Complaints Commission of Canada,20-24,1
201003,Military Police Complaints Commission of Canada,50-54,1
201003,Employment and Social Development Canada,70 +,1
201003,Employment and Social Development Canada,70 +,1
201003,Fisheries and Oceans Canada,70 +,1
201003,National Defence,70 +,1
201003,Innovation Science and Economic Development Canada,70 +,1
201003,Veterans Affairs Canada,70 +,1
201003,Global Affairs Canada,70 +,1
201003,Military Grievances External Review Committee,30-34,1
201003,Military Grievances External Review Committee,65-69,1
201003,Department of Finance Canada,< 20,1
201003,Department of Finance Canada,70 +,1
201003,Office of the Commissioner for Federal Judicial Affairs Canada,60-64,1
201003,Farm Products Council of Canada,25-29,1
201003,Farm Products Council of Canada,30-34,1
201003,Farm Products Council of Canada,50-54,1
201003,Economic Development Agency of Canada for the Regions of Quebec,65-69,1
201003,Office of the Governor General's Secretary,65-69,1
201003,Registry of the Specific Claims Tribunal of Canada,40-44,1
201003,Registry of the Specific Claims Tribunal of Canada,55-59,1
201003,Indigenous and Northern Affairs Canada,70 +,1
201003,International Joint Commission,35-39,1
201003,Immigration Refugees and Citizenship Canada,70 +,1
201003,Office of the Public Sector Integrity Commissioner of Canada,35-39,1
201003,Office of the Public Sector Integrity Commissioner of Canada,40-44,1
201003,Office of the Public Sector Integrity Commissioner of Canada,70 +,1
201003,Indian Oil and Gas Canada,20-24,1
201003,Immigration and Refugee Board of Canada,70 +,1
201003,Indian Residential Schools Truth and Reconciliation Commission,20-24,1
201003,Indian Residential Schools Truth and Reconciliation Commission,40-44,1
201003,Department of Justice Canada,70 +,1
201003,Office of the Commissioner of Lobbying of Canada,20-24,1
201003,Hazardous Materials Information Review Commission Canada,< 20,1
201003,Hazardous Materials Information Review Commission Canada,65-69,1
201003,Transport Canada,70 +,1
201003,Canada Revenue Agency,70 +,1
201003,Canada Revenue Agency,70 +,1
201003,National Round Table on the Environment and the Economy,60-64,1
201003,National Film Board,65-69,1
201003,National Film Board,70 +,1
201003,Health Canada,Not Available / Non disponible,1
201003,Health Canada,70 +,1
201003,Parole Board of Canada,< 20,1
201003,The Correctional Investigator Canada,20-24,1
201003,Canadian Heritage,70 +,1
201003,Privy Council Office,70 +,1
201003,Public Prosecution Service of Canada,70 +,1
201003,Public Servants Disclosure Protection Tribunal Canada,40-44,1
201003,Public Servants Disclosure Protection Tribunal Canada,50-54,1
201003,Public Servants Disclosure Protection Tribunal Canada,55-59,1
201003,Public Safety Canada,< 20,1
201003,Public Safety Canada,70 +,1
201003,Human Rights Tribunal of Canada,35-39,1
201003,Human Rights Tribunal of Canada,55-59,1
201003,Patented Medicine Prices Review Board Canada,70 +,1
201003,Assisted Human Reproduction Canada,35-39,1
201003,Assisted Human Reproduction Canada,40-44,1
201003,Royal Canadian Mounted Police (Civilian Staff),70 +,1
201003,Royal Canadian Mounted Police (Civilian Staff),70 +,1
201003,RCMP External Review Committee,25-29,1
201003,RCMP External Review Committee,45-49,1
201003,RCMP External Review Committee,50-54,1
201003,Public Service Labour Relations Board,< 20,1
201003,Public Service Labour Relations Board,65-69,1
201003,Civilian Review and Complaints Commission for the RCMP,< 20,1
201003,Natural Resources Canada,70 +,1
201003,Office of the Superintendent of Financial Institutions Canada,< 20,1
201003,Security Intelligence Review Committee,30-34,1
201003,Statistics Canada,70 +,1
201003,Transportation Appeal Tribunal of Canada,40-44,1
201003,Public Service Staffing Tribunal,30-34,1
201003,Western Economic Diversification Canada,65-69,1
201006,Agriculture and Agri-Food Canada,70 +,1
201006,Public Health Agency of Canada,70 +,1
201006,Canadian Artists and Producers Professional Relations Tribunal,25-29,1
201006,Canadian Artists and Producers Professional Relations Tribunal,30-34,1
201006,Canadian Artists and Producers Professional Relations Tribunal,35-39,1
201006,Canadian Artists and Producers Professional Relations Tribunal,40-44,1
201006,Canadian Artists and Producers Professional Relations Tribunal,45-49,1
201006,Canadian Artists and Producers Professional Relations Tribunal,55-59,1
201006,Canadian Artists and Producers Professional Relations Tribunal,60-64,1
201006,Library and Archives Canada,< 20,1
201006,Library and Archives Canada,70 +,1
201006,Canadian International Trade Tribunal,65-69,1
201006,Canada Border Services Agency,70 +,1
201006,Parks Canada,70 +,1
201006,Canadian Dairy Commission,65-69,1
201006,Canadian Dairy Commission,70 +,1
201006,Elections Canada,65-69,1
201006,Elections Canada,70 +,1
201006,Canada School of Public Service,< 20,1
201006,Canada School of Public Service,70 +,1
201006,Financial Transactions and Reports Analysis Centre of Canada,65-69,1
201006,Canadian Grain Commission,< 20,1
201006,Canadian Grain Commission,70 +,1
201006,Canadian Intergovernmental Conference Secretariat,35-39,1
201006,Canadian Intergovernmental Conference Secretariat,65-69,1
201006,Canada Industrial Relations Board,65-69,1
201006,Office of the Commissioner of Official Languages,70 +,1
201006,Copyright Board Canada,30-34,1
201006,Copyright Board Canada,40-44,1
201006,Copyright Board Canada,45-49,1
201006,Copyright Board Canada,50-54,1
201006,Military Police Complaints Commission of Canada,20-24,1
201006,Military Police Complaints Commission of Canada,25-29,1
201006,Military Police Complaints Commission of Canada,30-34,1
201006,Military Police Complaints Commission of Canada,50-54,1
201006,Canadian Institutes of Health Research,65-69,1
201006,Employment and Social Development Canada,70 +,1
201006,Employment and Social Development Canada,70 +,1
201006,Fisheries and Oceans Canada,Not Available / Non disponible,1
201006,National Defence,70 +,1
201006,Environment and Climate Change Canada,Not Available / Non disponible,1
201006,Innovation Science and Economic Development Canada,70 +,1
201006,Veterans Affairs Canada,70 +,1
201006,National Energy Board,< 20,1
201006,Federal Economic Development Agency for Southern Ontario,< 20,1
201006,Global Affairs Canada,70 +,1
201006,Global Affairs Canada,70 +,1
201006,Military Grievances External Review Committee,65-69,1
201006,Office of the Commissioner for Federal Judicial Affairs Canada,60-64,1
201006,Office of the Commissioner for Federal Judicial Affairs Canada,65-69,1
201006,Farm Products Council of Canada,30-34,1
201006,Registry of the Specific Claims Tribunal of Canada,20-24,1
201006,Registry of the Specific Claims Tribunal of Canada,35-39,1
201006,Registry of the Specific Claims Tribunal of Canada,40-44,1
201006,Registry of the Specific Claims Tribunal of Canada,55-59,1
201006,Canadian Human Rights Commission,< 20,1
201006,Canadian Human Rights Commission,65-69,1
201006,Indigenous and Northern Affairs Canada,70 +,1
201006,International Joint Commission,35-39,1
201006,International Joint Commission,65-69,1
201006,International Joint Commission,70 +,1
201006,International Joint Commission,70 +,1
201006,Immigration Refugees and Citizenship Canada,70 +,1
201006,Infrastructure Canada,< 20,1
201006,Infrastructure Canada,65-69,1
201006,Office of the Public Sector Integrity Commissioner of Canada,70 +,1
201006,Offices of the information and Privacy Commissioners of Canada,65-69,1
201006,Immigration and Refugee Board of Canada,< 20,1
201006,Indian Residential Schools Truth and Reconciliation Commission,50-54,1
201006,Indian Residential Schools Truth and Reconciliation Commission,55-59,1
201006,Department of Justice Canada,70 +,1
201006,Office of the Commissioner of Lobbying of Canada,20-24,1
201006,Office of the Commissioner of Lobbying of Canada,25-29,1
201006,Transport Canada,70 +,1
201006,Canada Revenue Agency,70 +,1
201006,Canada Revenue Agency,70 +,1
201006,National Round Table on the Environment and the Economy,20-24,1
201006,National Round Table on the Environment and the Economy,60-64,1
201006,National Film Board,< 20,1
201006,National Film Board,65-69,1
201006,National Film Board,70 +,1
201006,Northern Pipeline Agency,30-34,1
201006,Parole Board of Canada,< 20,1
201006,National Research Council Canada,70 +,1
201006,Science and Engineering Research Canada,65-69,1
201006,The Correctional Investigator Canada,20-24,1
201006,Public Prosecution Service of Canada,70 +,1
201006,Public Servants Disclosure Protection Tribunal Canada,50-54,1
201006,Public Servants Disclosure Protection Tribunal Canada,55-59,1
201006,Public Safety Canada,70 +,1
201006,Human Rights Tribunal of Canada,55-59,1
201006,Patented Medicine Prices Review Board Canada,< 20,1
201006,Patented Medicine Prices Review Board Canada,70 +,1
201006,Assisted Human Reproduction Canada,50-54,1
201006,Assisted Human Reproduction Canada,55-59,1
201006,Assisted Human Reproduction Canada,70 +,1
201006,Royal Canadian Mounted Police (Civilian Staff),70 +,1
201006,RCMP External Review Committee,25-29,1
201006,RCMP External Review Committee,35-39,1
201006,RCMP External Review Committee,40-44,1
201006,RCMP External Review Committee,45-49,1
201006,RCMP External Review Committee,50-54,1
201006,RCMP External Review Committee,55-59,1
201006,Public Service Labour Relations Board,65-69,1
201006,Public Service Labour Relations Board,70 +,1
201006,Civilian Review and Complaints Commission for the RCMP,< 20,1
201006,Office of the Superintendent of Financial Institutions Canada,< 20,1
201006,Security Intelligence Review Committee,30-34,1
201006,Social Sciences and Humanities Research Council of Canada,< 20,1
201006,Statistics Canada,70 +,1
201006,Public Services and Procurement Canada,Not Available / Non disponible,1
201006,Transportation Appeal Tribunal of Canada,40-44,1
201006,Treasury Board of Canada Secretariat,70 +,1
201006,Western Economic Diversification Canada,65-69,1
201009,Atlantic Canada Opportunities Agency,< 20,1
201009,Atlantic Canada Opportunities Agency,65-69,1
201009,Canadian Artists and Producers Professional Relations Tribunal,25-29,1
201009,Canadian Artists and Producers Professional Relations Tribunal,30-34,1
201009,Canadian Artists and Producers Professional Relations Tribunal,35-39,1
201009,Canadian Artists and Producers Professional Relations Tribunal,40-44,1
201009,Canadian Artists and Producers Professional Relations Tribunal,45-49,1
201009,Canadian Artists and Producers Professional Relations Tribunal,55-59,1
201009,Canadian Artists and Producers Professional Relations Tribunal,60-64,1
201009,Canadian Transportation Agency,< 20,1
201009,Office of the Auditor General of Canada,< 20,1
201009,Library and Archives Canada,70 +,1
201009,Library and Archives Canada,70 +,1
201009,Canadian International Trade Tribunal,< 20,1
201009,Canada Border Services Agency,70 +,1
201009,Parks Canada,70 +,1
201009,Canadian Dairy Commission,20-24,1
201009,Elections Canada,70 +,1
201009,Canada School of Public Service,70 +,1
201009,Financial Transactions and Reports Analysis Centre of Canada,< 20,1
201009,Financial Transactions and Reports Analysis Centre of Canada,65-69,1
201009,Canadian Grain Commission,< 20,1
201009,Canadian Grain Commission,70 +,1
201009,Canadian Intergovernmental Conference Secretariat,20-24,1
201009,Canadian Intergovernmental Conference Secretariat,35-39,1
201009,Canadian Intergovernmental Conference Secretariat,65-69,1
201009,Canada Industrial Relations Board,20-24,1
201009,Canada Industrial Relations Board,65-69,1
201009,Office of the Commissioner of Official Languages,70 +,1
201009,Copyright Board Canada,20-24,1
201009,Copyright Board Canada,30-34,1
201009,Copyright Board Canada,40-44,1
201009,Copyright Board Canada,45-49,1
201009,Copyright Board Canada,50-54,1
201009,Military Police Complaints Commission of Canada,20-24,1
201009,Military Police Complaints Commission of Canada,50-54,1
201009,Canadian Institutes of Health Research,65-69,1
201009,Canadian Space Agency,70 +,1
201009,Employment and Social Development Canada,70 +,1
201009,Employment and Social Development Canada,70 +,1
201009,Canadian Nuclear Safety Commission,< 20,1
201009,Status of Women Canada,65-69,1
201009,National Defence,70 +,1
201009,Innovation Science and Economic Development Canada,70 +,1
201009,Veterans Affairs Canada,70 +,1
201009,National Energy Board,70 +,1
201009,Global Affairs Canada,70 +,1
201009,Military Grievances External Review Committee,65-69,1
201009,Department of Finance Canada,< 20,1
201009,Financial Consumer Agency of Canada,20-24,1
201009,Farm Products Council of Canada,25-29,1
201009,Farm Products Council of Canada,30-34,1
201009,Office of the Governor General's Secretary,Not Available / Non disponible,1
201009,Registry of the Specific Claims Tribunal of Canada,20-24,1
201009,Registry of the Specific Claims Tribunal of Canada,25-29,1
201009,Registry of the Specific Claims Tribunal of Canada,35-39,1
201009,Canadian Human Rights Commission,65-69,1
201009,Indigenous and Northern Affairs Canada,70 +,1
201009,International Joint Commission,35-39,1
201009,International Joint Commission,65-69,1
201009,International Joint Commission,70 +,1
201009,International Joint Commission,70 +,1
201009,Immigration Refugees and Citizenship Canada,70 +,1
201009,Infrastructure Canada,65-69,1
201009,Office of the Public Sector Integrity Commissioner of Canada,20-24,1
201009,Office of the Public Sector Integrity Commissioner of Canada,65-69,1
201009,Office of the Public Sector Integrity Commissioner of Canada,70 +,1
201009,Immigration and Refugee Board of Canada,< 20,1
201009,Indian Residential Schools Truth and Reconciliation Commission,55-59,1
201009,Federal Judges not part of any department,35-39,1
201009,Department of Justice Canada,70 +,1
201009,Hazardous Materials Information Review Commission Canada,< 20,1
201009,Transport Canada,70 +,1
201009,Canada Revenue Agency,70 +,1
201009,National Round Table on the Environment and the Economy,20-24,1
201009,National Round Table on the Environment and the Economy,60-64,1
201009,National Film Board,70 +,1
201009,National Research Council Canada,70 +,1
201009,Science and Engineering Research Canada,< 20,1
201009,Science and Engineering Research Canada,65-69,1
201009,The Correctional Investigator Canada,20-24,1
201009,The Correctional Investigator Canada,55-59,1
201009,Canadian Heritage,< 20,1
201009,Privy Council Office,70 +,1
201009,Canadian Polar Commission,50-54,1
201009,Public Prosecution Service of Canada,70 +,1
201009,Public Servants Disclosure Protection Tribunal Canada,50-54,1
201009,Public Servants Disclosure Protection Tribunal Canada,55-59,1
201009,Public Service Commission of Canada,< 20,1
201009,Public Safety Canada,70 +,1
201009,Human Rights Tribunal of Canada,55-59,1
201009,Patented Medicine Prices Review Board Canada,70 +,1
201009,Assisted Human Reproduction Canada,20-24,1
201009,Assisted Human Reproduction Canada,30-34,1
201009,Assisted Human Reproduction Canada,55-59,1
201009,Assisted Human Reproduction Canada,65-69,1
201009,Assisted Human Reproduction Canada,70 +,1
201009,Royal Canadian Mounted Police (Civilian Staff),70 +,1
201009,RCMP External Review Committee,25-29,1
201009,RCMP External Review Committee,35-39,1
201009,RCMP External Review Committee,40-44,1
201009,RCMP External Review Committee,45-49,1
201009,RCMP External Review Committee,50-54,1
201009,Public Service Labour Relations Board,65-69,1
201009,Public Service Labour Relations Board,70 +,1
201009,Civilian Review and Complaints Commission for the RCMP,< 20,1
201009,Civilian Review and Complaints Commission for the RCMP,65-69,1
201009,Natural Resources Canada,70 +,1
201009,Office of the Superintendent of Financial Institutions Canada,70 +,1
201009,Security Intelligence Review Committee,50-54,1
201009,Statistics Canada,70 +,1
201009,Registrar of the Supreme Court of Canada,< 20,1
201009,Registrar of the Supreme Court of Canada,65-69,1
201009,Transportation Appeal Tribunal of Canada,50-54,1
201009,Transportation Appeal Tribunal of Canada,60-64,1
201009,Treasury Board of Canada Secretariat,70 +,1
201009,Public Service Staffing Tribunal,25-29,1
201009,Public Service Staffing Tribunal,70 +,1
201012,Canadian Artists and Producers Professional Relations Tribunal,25-29,1
201012,Canadian Artists and Producers Professional Relations Tribunal,30-34,1
201012,Canadian Artists and Producers Professional Relations Tribunal,35-39,1
201012,Canadian Artists and Producers Professional Relations Tribunal,40-44,1
201012,Canadian Artists and Producers Professional Relations Tribunal,45-49,1
201012,Canadian Artists and Producers Professional Relations Tribunal,55-59,1
201012,Canadian Artists and Producers Professional Relations Tribunal,60-64,1
201012,Canadian Transportation Agency,< 20,1
201012,Office of the Auditor General of Canada,< 20,1
201012,Office of the Auditor General of Canada,65-69,1
201012,Office of the Auditor General of Canada,70 +,1
201012,Library and Archives Canada,70 +,1
201012,Canadian International Trade Tribunal,< 20,1
201012,Canada Border Services Agency,70 +,1
201012,Parks Canada,70 +,1
201012,Canadian Dairy Commission,20-24,1
201012,Elections Canada,< 20,1
201012,Elections Canada,65-69,1
201012,Canada School of Public Service,< 20,1
201012,Canada School of Public Service,70 +,1
201012,Financial Transactions and Reports Analysis Centre of Canada,65-69,1
201012,Canadian Grain Commission,70 +,1
201012,Canadian Intergovernmental Conference Secretariat,30-34,1
201012,Canadian Intergovernmental Conference Secretariat,35-39,1
201012,Canadian Intergovernmental Conference Secretariat,65-69,1
201012,Canada Industrial Relations Board,20-24,1
201012,Canada Industrial Relations Board,65-69,1
201012,Office of the Commissioner of Official Languages,70 +,1
201012,Copyright Board Canada,20-24,1
201012,Copyright Board Canada,45-49,1
201012,Copyright Board Canada,50-54,1
201012,Military Police Complaints Commission of Canada,20-24,1
201012,Military Police Complaints Commission of Canada,35-39,1
201012,Military Police Complaints Commission of Canada,50-54,1
201012,Military Police Complaints Commission of Canada,60-64,1
201012,Canadian Space Agency,< 20,1
201012,Canadian Space Agency,70 +,1
201012,Employment and Social Development Canada,70 +,1
201012,Employment and Social Development Canada,70 +,1
201012,Status of Women Canada,65-69,1
201012,National Defence,70 +,1
201012,Innovation Science and Economic Development Canada,70 +,1
201012,Veterans Affairs Canada,70 +,1
201012,National Energy Board,70 +,1
201012,Military Grievances External Review Committee,20-24,1
201012,Military Grievances External Review Committee,65-69,1
201012,Department of Finance Canada,< 20,1
201012,Farm Products Council of Canada,25-29,1
201012,Farm Products Council of Canada,30-34,1
201012,Office of the Governor General's Secretary,Not Available / Non disponible,1
201012,Office of the Governor General's Secretary,< 20,1
201012,Registry of the Specific Claims Tribunal of Canada,20-24,1
201012,Registry of the Specific Claims Tribunal of Canada,25-29,1
201012,Registry of the Specific Claims Tribunal of Canada,35-39,1
201012,Canadian Human Rights Commission,65-69,1
201012,Indigenous and Northern Affairs Canada,70 +,1
201012,International Joint Commission,65-69,1
201012,International Joint Commission,70 +,1
201012,International Joint Commission,70 +,1
201012,Immigration Refugees and Citizenship Canada,70 +,1
201012,Infrastructure Canada,65-69,1
201012,Office of the Public Sector Integrity Commissioner of Canada,65-69,1
201012,Office of the Public Sector Integrity Commissioner of Canada,70 +,1
201012,Offices of the information and Privacy Commissioners of Canada,65-69,1
201012,Indian Residential Schools Truth and Reconciliation Commission,50-54,1
201012,Federal Judges not part of any department,35-39,1
201012,Department of Justice Canada,70 +,1
201012,Hazardous Materials Information Review Commission Canada,60-64,1
201012,Transport Canada,70 +,1
201012,Transport Canada,70 +,1
201012,Canada Revenue Agency,70 +,1
201012,National Round Table on the Environment and the Economy,20-24,1
201012,National Round Table on the Environment and the Economy,60-64,1
201012,National Film Board,70 +,1
201012,Health Canada,70 +,1
201012,Northern Pipeline Agency,30-34,1
201012,Science and Engineering Research Canada,65-69,1
201012,The Correctional Investigator Canada,20-24,1
201012,The Correctional Investigator Canada,50-54,1
201012,Public Prosecution Service of Canada,70 +,1
201012,Public Servants Disclosure Protection Tribunal Canada,50-54,1
201012,Public Servants Disclosure Protection Tribunal Canada,55-59,1
201012,Public Safety Canada,< 20,1
201012,Public Safety Canada,70 +,1
201012,Human Rights Tribunal of Canada,60-64,1
201012,Patented Medicine Prices Review Board Canada,70 +,1
201012,Assisted Human Reproduction Canada,20-24,1
201012,Assisted Human Reproduction Canada,35-39,1
201012,Assisted Human Reproduction Canada,45-49,1
201012,Assisted Human Reproduction Canada,55-59,1
201012,Assisted Human Reproduction Canada,60-64,1
201012,Assisted Human Reproduction Canada,70 +,1
201012,Royal Canadian Mounted Police (Civilian Staff),70 +,1
201012,RCMP External Review Committee,25-29,1
201012,RCMP External Review Committee,35-39,1
201012,RCMP External Review Committee,40-44,1
201012,RCMP External Review Committee,50-54,1
201012,Public Service Labour Relations Board,65-69,1
201012,Public Service Labour Relations Board,70 +,1
201012,Civilian Review and Complaints Commission for the RCMP,< 20,1
201012,Civilian Review and Complaints Commission for the RCMP,65-69,1
201012,Natural Resources Canada,70 +,1
201012,Security Intelligence Review Committee,50-54,1
201012,Security Intelligence Review Committee,55-59,1
201012,Security Intelligence Review Committee,60-64,1
201012,Statistics Canada,70 +,1
201012,Transportation Appeal Tribunal of Canada,50-54,1
201012,Treasury Board of Canada Secretariat,70 +,1
201012,Public Service Staffing Tribunal,25-29,1
201012,Public Service Staffing Tribunal,70 +,1
201103,Canadian Artists and Producers Professional Relations Tribunal,25-29,1
201103,Canadian Artists and Producers Professional Relations Tribunal,30-34,1
201103,Canadian Artists and Producers Professional Relations Tribunal,45-49,1
201103,Canadian Artists and Producers Professional Relations Tribunal,50-54,1
201103,Canadian Artists and Producers Professional Relations Tribunal,60-64,1
201103,Office of the Auditor General of Canada,65-69,1
201103,Office of the Auditor General of Canada,70 +,1
201103,Library and Archives Canada,70 +,1
201103,Canada Border Services Agency,70 +,1
201103,Parks Canada,70 +,1
201103,Canadian Dairy Commission,20-24,1
201103,Elections Canada,< 20,1
201103,Elections Canada,70 +,1
201103,Canada School of Public Service,< 20,1
201103,Canada School of Public Service,70 +,1
201103,Financial Transactions and Reports Analysis Centre of Canada,< 20,1
201103,Financial Transactions and Reports Analysis Centre of Canada,65-69,1
201103,Canadian Intergovernmental Conference Secretariat,30-34,1
201103,Canadian Intergovernmental Conference Secretariat,40-44,1
201103,Canada Industrial Relations Board,20-24,1
201103,Office of the Commissioner of Official Languages,70 +,1
201103,Copyright Board Canada,30-34,1
201103,Copyright Board Canada,45-49,1
201103,Copyright Board Canada,50-54,1
201103,Copyright Board Canada,60-64,1
201103,Military Police Complaints Commission of Canada,20-24,1
201103,Military Police Complaints Commission of Canada,35-39,1
201103,Military Police Complaints Commission of Canada,50-54,1
201103,Military Police Complaints Commission of Canada,60-64,1
201103,Canadian Institutes of Health Research,< 20,1
201103,Employment and Social Development Canada,70 +,1
201103,Fisheries and Oceans Canada,70 +,1
201103,National Defence,70 +,1
201103,Innovation Science and Economic Development Canada,70 +,1
201103,Veterans Affairs Canada,70 +,1
201103,National Energy Board,70 +,1
201103,Military Grievances External Review Committee,20-24,1
201103,Financial Consumer Agency of Canada,20-24,1
201103,Financial Consumer Agency of Canada,60-64,1
201103,Farm Products Council of Canada,25-29,1
201103,Farm Products Council of Canada,30-34,1
201103,Office of the Governor General's Secretary,< 20,1
201103,Registry of the Specific Claims Tribunal of Canada,25-29,1
201103,Registry of the Specific Claims Tribunal of Canada,35-39,1
201103,Registry of the Specific Claims Tribunal of Canada,55-59,1
201103,Indigenous and Northern Affairs Canada,70 +,1
201103,International Joint Commission,< 20,1
201103,International Joint Commission,40-44,1
201103,International Joint Commission,65-69,1
201103,International Joint Commission,70 +,1
201103,International Joint Commission,70 +,1
201103,Office of the Public Sector Integrity Commissioner of Canada,65-69,1
201103,Offices of the information and Privacy Commissioners of Canada,65-69,1
201103,Immigration and Refugee Board of Canada,70 +,1
201103,Indian Residential Schools Truth and Reconciliation Commission,20-24,1
201103,Department of Justice Canada,70 +,1
201103,Department of Justice Canada,70 +,1
201103,Office of the Commissioner of Lobbying of Canada,65-69,1
201103,Hazardous Materials Information Review Commission Canada,< 20,1
201103,Hazardous Materials Information Review Commission Canada,60-64,1
201103,Transport Canada,70 +,1
201103,National Film Board,70 +,1
201103,Health Canada,70 +,1
201103,Northern Pipeline Agency,30-34,1
201103,Northern Pipeline Agency,50-54,1
201103,Parole Board of Canada,< 20,1
201103,The Correctional Investigator Canada,20-24,1
201103,The Correctional Investigator Canada,50-54,1
201103,Canadian Heritage,70 +,1
201103,Canadian Heritage,70 +,1
201103,Public Prosecution Service of Canada,< 20,1
201103,Public Prosecution Service of Canada,70 +,1
201103,Public Servants Disclosure Protection Tribunal Canada,50-54,1
201103,Public Servants Disclosure Protection Tribunal Canada,55-59,1
201103,Public Safety Canada,< 20,1
201103,Human Rights Tribunal of Canada,60-64,1
201103,Patented Medicine Prices Review Board Canada,70 +,1
201103,Assisted Human Reproduction Canada,20-24,1
201103,Assisted Human Reproduction Canada,35-39,1
201103,Assisted Human Reproduction Canada,45-49,1
201103,Assisted Human Reproduction Canada,50-54,1
201103,Assisted Human Reproduction Canada,55-59,1
201103,Assisted Human Reproduction Canada,60-64,1
201103,Assisted Human Reproduction Canada,70 +,1
201103,Royal Canadian Mounted Police (Civilian Staff),70 +,1
201103,Royal Canadian Mounted Police (Civilian Staff),70 +,1
201103,RCMP External Review Committee,25-29,1
201103,RCMP External Review Committee,35-39,1
201103,RCMP External Review Committee,40-44,1
201103,RCMP External Review Committee,50-54,1
201103,Public Service Labour Relations Board,70 +,1
201103,Civilian Review and Complaints Commission for the RCMP,< 20,1
201103,Civilian Review and Complaints Commission for the RCMP,35-39,1
201103,Civilian Review and Complaints Commission for the RCMP,65-69,1
201103,Security Intelligence Review Committee,50-54,1
201103,Security Intelligence Review Committee,55-59,1
201103,Security Intelligence Review Committee,60-64,1
201103,Statistics Canada,70 +,1
201103,Registrar of the Supreme Court of Canada,65-69,1
201103,Public Services and Procurement Canada,70 +,1
201103,Transportation Appeal Tribunal of Canada,50-54,1
201103,Transportation Safety Board of Canada,20-24,1
201103,Public Service Staffing Tribunal,25-29,1
201103,Public Service Staffing Tribunal,70 +,1
201106,Canadian Artists and Producers Professional Relations Tribunal,25-29,1
201106,Canadian Artists and Producers Professional Relations Tribunal,30-34,1
201106,Canadian Artists and Producers Professional Relations Tribunal,45-49,1
201106,Canadian Artists and Producers Professional Relations Tribunal,50-54,1
201106,Canadian Artists and Producers Professional Relations Tribunal,65-69,1
201106,Canada Border Services Agency,70 +,1
201106,Canada Border Services Agency,70 +,1
201106,Canada School of Public Service,< 20,1
201106,Canada School of Public Service,70 +,1
201106,Canada School of Public Service,70 +,1
201106,Financial Transactions and Reports Analysis Centre of Canada,< 20,1
201106,Financial Transactions and Reports Analysis Centre of Canada,65-69,1
